video_id,edit_id,dino_consistency,clip_consistency,clip_text_alignment,aesthetic_score,dover_score,motion_alignment,pick_score
fox_turn_27,0,0.9917417168617249,0.9441262162648715,22.833536077428747,5.743350170276783,0.7856413395732895,-0.526323676109314,23.648928748236763
fox_turn_27,1,0.9913045672269968,0.9440884658923516,22.44681845770942,5.840992962872541,0.8156944993686983,-0.5845124125480652,23.479799411914968

fox_turn_27,2,0.9850780528325301,0.9451096539313977,22.650665071275498,5.6941726649249045,0.8343990828055609,-0.6831760406494141,21.793948420771844
fox_turn_27,3,0.9852282611223367,0.9413446233822749,24.047886389273184,5.71043207027294,0.8578229766685339,-0.7354133725166321,21.67173279656304

fox_turn_27,4,0.9875052112799424,0.9460909756330343,29.46582462169506,5.433327445277461,0.6873548858881618,-0.6344212889671326,22.87131224738227
fox_turn_27,5,0.9879035170261676,0.946904487334765,28.774845052648473,5.499323632982042,0.7271226953699694,-0.7093902230262756,22.620868541576243

fox_turn_27,6,0.9898802294180944,0.9519547934715564,27.055826540346498,5.432655122545031,0.6253260777847054,-0.548872709274292,21.602765047991717
fox_turn_27,7,0.9901773218925183,0.9621404088460482,27.34933302137587,5.454535872847946,0.6514070821293513,-0.5826960206031799,21.47308716950593

dog_wind,0,0.9506467534945562,0.9720418292742509,30.64076225845902,5.359462137575503,0.7083161665991492,-0.3607068955898285,21.47679985894097
dog_wind,1,0.9560720049417936,0.9714094194082113,29.406851168032045,5.390512148539226,0.7090728619743727,-0.43542709946632385,21.124529520670574

car_turn,0,0.9771241110104781,0.954786105797841,28.10159612584997,5.031053949285437,0.649734900904718,-0.25978583097457886,21.52678581520363
car_turn,1,0.9663050564435812,0.947748200251506,30.246676127115887,5.274120313149911,0.7308570666902392,-0.46223339438438416,21.292993545532227
car_turn,2,0.9740726558061746,0.9305148055920234,21.541046354505752,4.964627495518437,0.4832382765378191,-0.26712965965270996,21.807058263708043
car_turn,3,0.9703604464347546,0.9582840502262115,25.392217141610605,5.098632529929832,0.6676833162166299,-0.31641143560409546,21.718101995962638

cat_turn,0,0.9579276889562607,0.9517038092017174,24.719129350450302,5.100202295515272,0.6701963883678788,-1.2801401615142822,19.683730443318684
cat_turn,1,0.9534022659063339,0.937956877052784,26.331288867526585,4.606201701694065,0.6037428217620752,-1.6521761417388916,20.289105521308052
cat_turn,2,0.969637930393219,0.9560948833823204,25.165839513142902,5.596495893266466,0.6754906512237063,-0.9007609486579895,20.0847593943278

cat_on_piano,0,0.9685480669140816,0.9434075653553009,33.567064921061196,5.560648653242323,0.5365243878528634,-4.038982391357422,23.10570462544759
cat_on_piano,1,0.9720549657940865,0.9762618392705917,30.683093388875324,5.794546604156494,0.8399223816231854,-1.6653692722320557,23.558266109890408
cat_on_piano,2,0.9714671745896339,0.9320805296301842,33.63865449693468,5.850043720669216,0.724443223213299,-0.5275112390518188,23.838787926567925
